REF;DESIGN;POIDS;UNITE;CATEGORIE;PRIX;ECOTAXE;NOTE;SCORE;IMAGE;URL
BLA5;C/C BLACK STAR ROULEAU - 1.40x5m - Ep.25mm;28.750000;3;ACCESSOIRE;365.360000;0.300000;A;https://sevetys.fr/_next/image/?url=https%3A%2F%2Fcharming-angel-5ca83bf286.media.strapiapp.com%2FChat_europeen_573af6e71d.webp&w=1920&q=75
NAP140LUMIGAUFHEXA;NAPPAGE LUMI 552 GAUFRE HEXAGONE - 1,40x30ml;0.298000;2;NAPLUCRGAU;3.360000;0.070000;NULL;NULL
NAP140LUMIGLI13;NAPPAGE LUMI SS-3200-04 GLITTER PRUNE - 1,40x30ml;0.298000;2;NAPLUCRGLT;3.490000;0.070000;NULL;NULL
NAP140EXTRAIVITAMI;NAPPAGE EXTRA C34-1 PVC VITAMINES - 1,40x20ml;0.451000;2;NAPEXIMPPV;4.020000;0.070000;NULL;NULL
NAP140EXTRAICOQU01;"NAPPAGE ""EXTRA"" 714-2 PVC COQUELICOTS BEIGE - 1,40x20ml (2018)";0.445000;2;NAPEXIMPPV;3.790000;0.000000;NULL;NULL
NAP140EXTRAIMACARO;"NAPPAGE ""EXTRA"" 694-1 PVC MACARONS - 1,40x20ml";0.445000;2;NAPEXIMPPV;4.020000;0.000000;NULL;NULL
NAP140EXTRAITARTAN;NAPPAGE EXTRA 679-1 PVC TARTAN - 1,40x20ml;0.451000;2;NAPEXIMPPV;4.020000;0.070000;NULL;NULL
NAP140EXTRAMARBR05;NAPPAGE EXTRA 387-2 PVC MARBRE BLEU - 1,40x20ml;0.451000;2;NAPEXMARBR;4.020000;0.070000;NULL;NULL
NAP140EXTRAMARBR14;NAPPAGE EXTRA 634-7 PVC MARBRE VERT ANIS - 1,40x20ml;0.451000;2;NAPEXMARBR;4.020000;0.070000;NULL;NULL
NAP140EXTRAMARBR16;NAPPAGE EXTRA 387-4 PVC MARBRE ORANGE - 1,40x20ml;0.451000;2;NAPEXMARBR;4.020000;0.070000;NULL;NULL
NAP140EXTRAPOIS08;NAPPAGE EXTRA 122-24 PVC POIS BLEU MARINE - 1,40x20ml;0.451000;2;NAPEXIMPPO;4.020000;0.070000;NULL;NULL
NAP140EXTRAPOIS09;NAPPAGE EXTRA 122-26 PVC POIS ROSE - 1,40x20ml;0.451000;2;NAPEXIMPPO;4.020000;0.070000;NULL;NULL
NAP140EXTRAPOIS14;NAPPAGE EXTRA 122-29 PVC POIS VERT D'EAU - 1,40x20ml;0.451000;2;NAPEXIMPPO;4.020000;0.070000;NULL;NULL
NAP140EXTRAPOIS22;NAPPAGE EXTRA 122-27 PVC POIS BLEU CIEL - 1,40x20ml;0.451000;2;NAPEXIMPPO;4.020000;0.070000;NULL;NULL
NAP140EXTRAUNI04;NAPPAGE EXTRA 100-2 PVC UNI ROUGE - 1,40x20ml;0.451000;2;NAPEXUNI;4.020000;0.070000;NULL;NULL
NAP140EXTRAUNI07;NAPPAGE EXTRA 100-14 PVC UNI VERT - 1,40x20ml;0.451000;2;NAPEXUNI;4.020000;0.070000;NULL;NULL
NAP140EXTRAUNI12;NAPPAGE EXTRA 100-10 PVC UNI JAUNE - 1,40x20ml;0.451000;2;NAPEXUNI;4.020000;0.070000;NULL;NULL
NAP140CRISTAL010;NAPPAGE CRISTAL 0,10 MICRONS - 1,40x50ml;0.187000;2;NAPCRISTAL;2.170000;0.070000;NULL;NULL
NAP140CRISTAL020;NAPPAGE CRISTAL 0,20 MICRONS - 1,40x50ml;0.375000;2;NAPCRISTAL;3.370000;0.070000;NULL;NULL
NAP140CRISTAL030;NAPPAGE CRISTAL 0,30 MICRONS - 1,40x30ml;0.540000;2;NAPCRISTAL;4.460000;0.070000;NULL;NULL
M38CLASS0;M38 ROULEAU TAPIS ISOLANT ELECTRIQUE CLASSE 0 GRIS -1x10m - Ep.3mm ;4.740000;3;CCRLX;39.520000;0.190000;NULL;NULL
C406018;CONFOR TAUPE - 40x60cm - Ep.10mm;0.420000;1;TEXTTAPIS;23.790000;0.070000;NULL;NULL
C406004;CONFOR ROUGE - 40x60cm - Ep.10mm;0.420000;1;TEXTTAPIS;23.790000;0.070000;NULL;NULL
C406020;CONFOR NOIR - 40x60cm - Ep.10mm;0.420000;1;TEXTTAPIS;23.790000;0.070000;NULL;NULL
C608018;CONFOR TAUPE - 60x80cm - Ep.10mm;0.860000;1;TEXTTAPIS;42.270000;0.070000;NULL;NULL
C608004;CONFOR ROUGE - 60x80cm - Ep.10mm;0.860000;1;TEXTTAPIS;42.270000;0.070000;NULL;NULL
C608020;CONFOR NOIR - 60x80cm - Ep.10mm;0.860000;1;TEXTTAPIS;42.270000;0.070000;NULL;NULL
C9014018;CONFOR TAUPE - 90x140cm - Ep.10mm;2.180000;1;TEXTTAPIS;110.920000;0.190000;NULL;NULL
C9014004;CONFOR ROUGE - 90x140cm - Ep.10mm;2.180000;1;TEXTTAPIS;110.920000;0.190000;NULL;NULL
M38CLASS0/COUPE;M38 TAPIS ISOLANT ELECTRIQUE CLASSE 0 GRIS - Ep.3mm - à la coupe;4.740000;3;CCRLX;51.380000;0.190000;NULL;NULL
FINES120NN;FINES STRIES ROULEAU NOIR - 1.20x10m - Ep.3mm;2.400000;3;CCRLX;16.380000;0.300000;NULL;NULL
MBY83PR6090;MBY83 TAPIS ERGONOMIQUE 25% NITRILE NOIR/JAUNE - 60x90cm - Ep.16mm;4.600000;1;CCTAPIS;36.660000;0.460000;NULL;NULL
MBY83PR90120;MBY83 TAPIS ERGONOMIQUE 25% NITRILE NOIR/JAUNE - 90x120cm - Ep.16mm;9.000000;1;CCTAPIS;70.710000;0.460000;NULL;NULL
MBK836090;MBK83 TAPIS ERGONOMIQUE 100% CAOUTCHOUC NOIR - 60x90cm - Ep.16mm;3.740000;1;CCTAPIS;26.250000;0.460000;NULL;NULL
MBK8390120;MBK83 TAPIS ERGONOMIQUE 100% CAOUTCHOUC NOIR - 90x120cm - Ep.16mm ;9.700000;1;CCTAPIS;47.330000;0.460000;NULL;NULL
COMBIBRUSH609020;COMBI BRUSH NOIR - 60x90cm - Ep.7mm;2.220000;1;TEXTTAPIS;26.440000;0.190000;NULL;NULL
COMBIBRUSH609010;COMBI BRUSH MARRON - 60x90cm - Ep.7mm;2.220000;1;TEXTTAPIS;26.440000;0.190000;NULL;NULL
COMBIABSORB406010;COMBI'ABSORBANT MARRON - 40x60cm - Ep.8mm;1.300000;1;TEXTTAPIS;9.530000;0.190000;NULL;NULL
COMBIABSORB406002;COMBI'ABSORBANT GRIS - 40x60cm - Ep.8mm;1.300000;1;TEXTTAPIS;9.530000;0.190000;NULL;NULL
COMBIABSORB406004;COMBI'ABSORBANT ROUGE - 40x60cm - Ep.8mm;1.300000;1;TEXTTAPIS;9.530000;0.190000;NULL;NULL
COMBIABSORB609010;COMBI'ABSORBANT MARRON - 60x90cm - Ep.7mm;2.040000;1;TEXTTAPIS;21.500000;0.190000;NULL;NULL
COMBIABSORB609002;COMBI'ABSORBANT GRIS - 60x90cm - Ep.8mm;2.900000;1;TEXTTAPIS;21.500000;0.190000;NULL;NULL
COMBIABSORB609004;COMBI'ABSORBANT ROUGE - 60x90cm - Ep.7mm;2.040000;1;TEXTTAPIS;21.500000;0.190000;NULL;NULL
M80120BB;M80120BB CAILLEBOTIS BORDS BISEAUTE NOIR - 80x120cm - Ep.14mm;6.400000;1;CCTAPIS;29.960000;0.018000;0.000000;
M67;M67 CAILLEBOTIS NOIR - 100x150cm - Ep.22mm;15.000000;1;CCTAPIS;71.690000;0.057000;NULL;NULL
COCONBORCOU406004;COCO NATUREL/LATEX BORD COUL.ROUGE-40x60cm-Ep.15mm;1.300000;1;COCOTAPIS;9.590000;0.190000;NULL;NULL
COCONBORCOU406010;COCO NATUREL/LATEX BORD COUL.MARRON - 40x60cm - Ep.15mm;1.300000;1;COCOTAPIS;9.590000;0.190000;NULL;NULL
COCONBORCOU406005;COCO NATUREL/LATEX BORD COUL.BLEU - 40x60cm - Ep.15mm;1.300000;1;COCOTAPIS;9.590000;0.190000;NULL;NULL
COMBIBRUSH609002;COMBI BRUSH GRIS - 60x90cm - Ep.7mm;2.220000;1;TEXTTAPIS;26.440000;0.190000;NULL;NULL
MR12BB90150;MR12 CAILLEBOTIS BORDS BISEAUTES NOIR-90x150cm - Ep.10mm;9.240000;1;CCTAPIS;59.470000;0.018000;0.000000;
SOLIDOTEMP40602003;SOLIDO NOIR/BORDEAUX - 40x60cm - Ep.14mm;1.000000;1;TEXTTAPIS;23.600000;0.190000;NULL;NULL
SOLIDOTEMP40601001;SOLIDO MARRON/BEIGE - 40x60cm - Ep.14mm;1.000000;1;TEXTTAPIS;23.600000;0.190000;NULL;NULL
SOLIDOTEMP40602026;SOLIDO NOIR/KAKI - 40x60cm - Ep.14mm;1.000000;1;TEXTTAPIS;23.600000;0.190000;NULL;NULL
DELINEIGE6V;DELINEIGE CFL-S1 ROULEAU VERT UNI - 1.25x20m - Ep.6mm;7.770000;3;CCRLX;100.490000;0.190000;NULL;NULL
DELINEIGE6GFN;DELINEIGE CFL-S1 ROULEAU GRIS FONCE(RAL7011)/NOIR - 1.25x20m - Ep.6mm;7.770000;3;CCRLX;106.610000;0.190000;NULL;NULL
MPR24BK;MPR24 CAILLEBOTIS NITRILE NOIR - 91x152cm - Ep.14mm;10.000000;1;CCTAPIS;84.380000;0.018000;NULL;NULL
SPORTNEIGE6BN;SPORTNEIGE EFL ROULEAU BLEU/NOIR - 1.50x20m - Ep.6mm;7.430000;3;CCRLX;41.830000;0.300000;NULL;NULL
VENISE0673002;VENISE ROULEAU GRIS HIGH larg 0.67m (long +/-30m) - au ml;0.932000;2;TEXTRLX;20.000000;0.070000;NULL;NULL
VENISE0673004;VENISE ROULEAU ROUGE HIGH larg 0.67m (long +/-30m) - au ml;0.932000;2;TEXTRLX;20.000000;0.070000;NULL;NULL
MILLERAIES0673002;MILLERAIES ROULEAU GRIS - larg 0.67m (long +/-30 m) - au ml;0.932000;2;TEXTRLX;12.400000;0.070000;NULL;NULL
DELINEIGE4GFN;DELINEIGE CFL-S1 ROULEAU GRIS FONCE/NOIR - 1.25x30m - Ep.4mm ;3.080000;3;CCRLX;78.000000;0.190000;NULL;NULL
SMRL06515GALETSGRI;SMARTY GALETS GRIS RL 0,65*15 M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
GREYF4060CHATS;GREY'FLOCK CHATS BIENVENUE - 40x60cm - Ep.6mm;0.460000;1;PRODUCTION;5.020000;0.070000;NULL;NULL
C12018018;CONFOR TAUPE - 120x180cm - Ep.10mm;3.800000;1;TEXTTAPIS;190.380000;0.460000;NULL;NULL
C12018004;CONFOR ROUGE - 120x180cm - Ep.10mm;3.800000;1;TEXTTAPIS;190.380000;0.460000;NULL;NULL
C12018020;CONFOR NOIR - 120x180cm - Ep.10mm;3.800000;1;TEXTTAPIS;190.380000;0.460000;NULL;NULL
C12024018;CONFOR TAUPE - 120x240cm - Ep.10mm;5.000000;1;TEXTTAPIS;253.820000;0.460000;NULL;NULL
C12024020;CONFOR NOIR - 120x240cm - Ep.10mm;5.000000;1;TEXTTAPIS;253.820000;0.460000;NULL;NULL
FLOCKEST406002CHA;FLOCK'ESTAMPES CHAT FOND GRIS - 40x60cm - Ep.9mm;0.600000;1;PRODUCTION;8.030000;0.070000;NULL;NULL
FLOCKEST406002GAL;FLOCK'ESTAMPES GALETS FONDS GRIS - 40x60cm - Ep.9mm;0.600000;1;PRODUCTION;8.030000;0.070000;NULL;NULL
DCUIS50120CUISMOND;DECOR CUISINE CUISINE DU MONDE - 50x120cm - Ep.4mm;0.737000;1;TEXTTAPIS;15.120000;0.070000;NULL;NULL
DCUIS50120ENJOY;DECOR CUISINE ENJOY - 50x120cm - Ep.4mm;0.737000;1;TEXTTAPIS;15.120000;0.070000;NULL;NULL
TJCITYVILLAGE95133;TAPIS JEU CITY VILLAGE - 95x133cm - Ep.5mm;1.600000;1;TEXTTAPIS;30.510000;0.190000;NULL;NULL
TJCITYVILLE95200;TAPIS JEU CITY VILLE GRIS - 95*200cm - Ep.5mm;2.260000;1;TEXTTAPIS;43.070000;0.190000;NULL;NULL
TJCITYCANDY95200;TAPIS JEU CITY CANDY ROSE - 95x200cm- Ep.5mm;2.260000;1;TEXTTAPIS;43.070000;0.190000;NULL;NULL
FONEVFLEURS323207;FOND D'EVIER FLEURS VERT TRANSPARENT - 32x32cm;0.140000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVFLEURS323205;FOND D'EVIER FLEURS BLEU TRANSPARENT - 32x32cm;0.140000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVFLEURS323216;FOND D'EVIER FLEURS ORANGE TRANSPARENT - 32x32cm;0.140000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVFLEURS323230;FOND D'EVIER FLEURS CRISTAL TRANSPARENT - 32x32cm;0.140000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVFLEURROND3230;FOND D'EVIER FLEURS CRISTAL TRANSPARENT ROND - Diamètre 32cm;0.100000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVMIXY323205;FOND D'EVIER MIXY BLEU TRANSPARENT - 32x32cm;0.160000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVMIXY323216;FOND D'EVIER MIXY ORANGE TRANSPARENT - 32x32cm;0.160000;1;PLATAPIS;4.590000;0.070000;NULL;NULL
FONEVBULLES323200;FOND D'EVIER BULLES BLANC - 32x32cm;0.140000;1;PLATAPIS;4.140000;0.070000;NULL;NULL
FONDOBULLES525205;FOND DE DOUCHE BULLES BLEU TRANSPARENT - 52x52cm;0.660000;1;PLATAPIS;14.380000;0.070000;NULL;NULL
FONDOBULLES525230;FOND DE DOUCHE BULLES CRISTAL TRANSPARENT - 52x52cm;0.660000;1;PLATAPIS;14.380000;0.070000;NULL;NULL
FONBABULLES763205;FOND DE BAIGNOIRE BULLES BLEU TRANSPARENT - 72x36cm;0.680000;1;PLATAPIS;14.380000;0.070000;NULL;NULL
FONBABULLES763230;FOND DE BAIGNOIRE BULLES CRISTAL TRANSPARENT - 72x36cm;0.680000;1;PLATAPIS;14.380000;0.070000;NULL;NULL
FONDOCLASSIQ525200;FOND DE DOUCHE CLASSIQUE BLANC - 52x52cm;0.640000;1;PLATAPIS;10.140000;0.070000;NULL;NULL
FONBACLASSIQ763200;FOND DE BAIGNOIRE CLASSIQUE BLANC - 72x36cm;0.640000;1;PLATAPIS;10.140000;0.070000;NULL;NULL
FONBADAUPHIN763200;FOND DE BAIGNOIRE DAUPHINS BLANC - 72x36cm;0.640000;1;PLATAPIS;10.140000;0.070000;NULL;NULL
UNICOULEUR9015002;UNICOULEUR GRIS PERLE - 90x150cm;3.600000;1;TEXTTAPIS;0.000000;0.460000;NULL;NULL
NAPTIS140LINTEA04;NAPPAGE TISSU LIN TEA TIME ROUGE - 1.40x20 ml;0.324000;2;NAPTISSLIN;12.840000;0.070000;NULL;NULL
NAPTIS140LINPIVO25;NAPPAGE TISSU LIN PIVOINE TURQUOISE - 1.40x20 ml;0.324000;2;NAPTISSLIN;12.840000;0.070000;NULL;NULL
NAPTIS140JACQUAD16;NAPPAGE TISSU JACQUARD QUADRILLAGE ORANGE - 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140JACQUAD18;NAPPAGE TISSU JACQUARD QUADRILLAGE TAUPE - 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140JACVAG20;NAPPAGE TISSU JACQUARD VAGUES NOIR - 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140JACVAG10;NAPPAGE TISSU JACQUARD VAGUES BRUN- 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140JACVOLU10;NAPPAGE TISSU JACQUARD VOLUTES MARRON - 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140JACVOLU18;NAPPAGE TISSU JACQUARD VOLUTES TAUPE - 1.40x20 ml;0.324000;2;NAPTISSJAC;16.210000;0.070000;NULL;NULL
NAPTIS140IMPRCUPCA;NAPPAGE TISSU IMPRIME CUP CAKES - 1.40x20 ml;0.324000;2;NAPTISSIMP;11.730000;0.070000;NULL;NULL
NAPTIS140IMPRPATCH;NAPPAGE TISSU IMPRIME PATCHWORK ORANGE/VERT-1.40x20 ml;0.324000;2;NAPTISSIMP;11.730000;0.070000;NULL;NULL
NAPTIS140IMPRTEXTE;NAPPAGE TISSU IMPRIME TEXTES GRIS - 1.40x20 ml;0.324000;2;NAPTISSIMP;11.730000;0.070000;NULL;NULL
NAPTIS140IMPRBOTAN;NAPPAGE TISSU IMPRIME BOTANICA - 1.40x20 ml;0.324000;2;NAPTISSIMP;11.730000;0.070000;NULL;NULL
NAPTIS140IMPRDAMIE;NAPPAGE TISSU IMPRIME DAMIER CHOCOLAT - 1.40x20 ml;0.324000;2;NAPTISSIMP;11.730000;0.070000;NULL;NULL
NAPTIS140DIGIDAMIE;NAPPAGE TISSU DIGITAL DAMIER MULTICOLOR - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
NAPTIS140DIGIGALAX;NAPPAGE TISSU DIGITAL GALAXIE - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
NAPTIS140DIGIASTER;NAPPAGE TISSU DIGITAL ASTER - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
NAPTIS140DIGICOQUE;NAPPAGE TISSU DIGITAL COQUELICOT - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
NAPTIS140DIGITASSE;NAPPAGE TISSU DIGITAL TASSE MULTICOLOR - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
NAPTIS140DIGICHULA;NAPPAGE TISSU DIGITAL CHULA - 1.40x20 ml;0.324000;2;NAPTISSDIG;22.360000;0.070000;NULL;NULL
CHECKER100N3;CHECKER ROULEAU NOIR - 1x10m - Ep.3mm;4.100000;3;CCRLX;24.520000;0.300000;0.000000;
AGIM38CLASS0_60100;M38 CLASS 0 TAPIS ISOLANT ELECTRIQUE 60x100cm - Ep.3mm LOGO AGI;2.250000;1;CCTAPIS;0.000000;0.057000;0.000000;
AGIM38CLASS3_60100;M38 CLASS 3 TAPIS ISOLANT ELECTRIQUE 60x100cm - Ep.4.5mm LOGO AGI;4.050000;1;CCTAPIS;0.000000;0.057000;NULL;NULL
COMBIABSORB8012010;COMBI'ABSORBANT MARRON - 80x120cm - Ep.7mm;3.440000;1;TEXTTAPIS;44.330000;0.460000;NULL;NULL
COMBIABSORB8012002;COMBI'ABSORBANT GRIS - 80x120cm - Ep.8mm;5.300000;1;TEXTTAPIS;44.330000;0.460000;NULL;NULL
COMBIABSORB9015010;COMBI'ABSORBANT MARRON - 90x150cm - Ep.7mm;5.440000;1;TEXTTAPIS;61.610000;0.460000;NULL;NULL
COMBIBRUSH8012002;COMBI BRUSH GRIS - 80x120cm - Ep.7mm;3.860000;1;TEXTTAPIS;54.860000;0.460000;NULL;NULL
COMBIBRUSH9015010;COMBI BRUSH MARRON - 90x150cm - Ep.7mm;5.800000;1;TEXTTAPIS;76.870000;0.460000;NULL;NULL
COMBIABSORB8012004;COMBI'ABSORBANT ROUGE - 80x120cm - Ep.7mm;3.440000;1;TEXTTAPIS;44.330000;0.460000;NULL;NULL
FINES100NMN;FINES STRIES ROULEAU NOIR MN - 1x10m - Ep.3mm;2.400000;3;CCRLX;16.910000;0.300000;NULL;NULL
CUBAN4060RECVOLUTE;CUBA RECTANGULAIRE VOLUTES - 40x60cm - Ep.10mm;0.900000;1;COCOTAPIS;6.580000;0.070000;NULL;NULL
CUBAN4060DLVOLUTES;CUBA 1/2 LUNE VOLUTES - 40x60cm - Ep.10mm;0.840000;1;COCOTAPIS;6.580000;0.070000;NULL;NULL
SMARTYBOOKNS;LIASSE ECHANTILLON SMARTY NS;0.000000;1;LOGO;0.000000;0.000000;NULL;NULL
CLIP18CFL;CLIP18 CFL-S1 DALLE CONNECTABLE - NOIR - 100x100cm - Ep.17mm;22.000000;1;CCDAL;130.860000;0.057000;NULL;NULL
QUIETAROULEAU148;QUIETA ROULEAU P200 - 1.48x30m - Ep.30mm ;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETARL148COUPE;QUIETA ROULEAU - 1.48m x LONGUEUR A LA DEMANDE - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
M25;M25 CAILLEBOTIS NOIR - 100x150cm - Ep.22mm;19.750000;1;CCTAPIS;119.400000;0.018000;NULL;NULL
M25CFL;M25 CFL-S1 CAILLEBOTIS - 100x150cm - Ep.22mm ;22.360000;1;CCTAPIS;202.840000;0.057000;NULL;NULL
M25BFL;M25 BFL-S1 CAILLEBOTIS NOIR - 100x150cm - Ep.22mm;21.250000;1;CCTAPIS;209.980000;0.057000;NULL;NULL
M2601BFL;M2601 BFL CAILLEBOTIS - 91x152cm - E.22mm ;21.000000;1;CCTAPIS;193.570000;0.057000;NULL;NULL
DELINEIGE6RN;DELINEIGE CFL-S1 ROULEAU ROUGE/NOIR - 1.25x20m - Ep.6mm;7.770000;3;CCRLX;106.610000;0.190000;NULL;NULL
QUIETAROULEAU148NG;QUIETA ROULEAU P400 NG - 1.48x30m - Ep30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETAROULEAU175NG;QUIETA ROULEAU P400 NG - 1.75x30m - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETAROULEAU180NG;QUIETA ROULEAU P400 NG - 1.80x30m - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETAROULEAU185NG;QUIETA ROULEAU P400 NG - 1.85x30m - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
PU846696;PU84 TAPIS ERGONOMIQUE GRIS - 66x96cm - Ep.15mm;3.000000;1;PLATAPIS;164.600000;0.460000;NULL;NULL
PU856696;PU85 TAPIS ERGONOMIQUE GRIS - 66x96cm - Ep.13mm;2.660000;1;PLATAPIS;164.600000;0.190000;NULL;NULL
MOUSSEPUAP180X100;MOUSSE 100% PU AVEC PENTE 50cm - D200KG -180x100cm - Ep.45/20mm;0.000000;1;PLATAPIS;0.000000;0.000000;NULL;NULL
GRAMAT12018002;GRAMAT GRIS - 120x180cm - Ep.8mm;6.320000;1;TEXTTAPIS;80.690000;0.460000;NULL;NULL
MATELASIDSAP;MATELAS IDS Avec Pente - largeur 1.80m - Ep.50mm;15.280000;3;CCRLX;123.050000;0.057000;NULL;NULL
QUIETA1250CLIPNG;QUIETA NG P400 TAPIS D'ETABLE CLIPSABLE - 125x185cm - Ep30mm;48.000000;1;CCTAPIS;219.310000;0.018000;NULL;NULL
QUIETA1200CLIPNG;QUIETA NG P400 TAPIS D'ETABLE CLIPSABLE - 120x185cm - Ep.30mm;47.500000;1;CCTAPIS;213.240000;0.018000;NULL;NULL
QUIETA1150CLIPNG;QUIETA NG P400 TAPIS D'ETABLE CLIPSABLE - 115x185cm - Ep.30mm;44.000000;1;CCTAPIS;208.930000;0.018000;NULL;NULL
QUIETARL148COUPENG;QUIETA ROULEAU P400 NG - 1.48m x LONGUEUR A LA DEMANDE - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETARL175COUPENG;QUIETA ROULEAU P400 NG - 1.75m x LONGUEUR A LA DEMANDE - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETARL180COUPENG;QUIETA ROULEAU P400 NG - 1.80m x LONGUEUR A LA DEMANDE - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETARL185COUPENG;QUIETA ROULEAU P400 NG - 1.85m x LONGUEUR A LA DEMANDE - Ep.30mm;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
QUIETAROULEAUNG;QUIETA ROULEAU P400 NG - Ep.30mm - 1.48/1.75/1.80/1.85M LONG A LA DDE;18.500000;3;CCRLX;97.660000;0.300000;NULL;NULL
PROFILTQUIETA_NG;PROFIL EN T POUR QUIETA longueur 1850 mm P400 NG;6.500000;1;CCACCESS;70.770000;0.018000;NULL;NULL
SCAICOCON4060L5;"COCO NATUREL/LATEX ""UNI"" - 40x60cm - Ep.15mm LOT DE 5";1.354000;1;COCOTAPIS;3.320000;0.190000;0.000000;
IDNEIGE6BNCHUTES;IDNEIGE EFL ROULEAU BLEU/NOIR - larg.1.50 m - Ep.6mm - à la coupe;6.300000;3;CCRLX;33.690000;0.300000;NULL;NULL
CLEANGRAT608502;CLEANGRAT GRIS ANTHRACITE - 60x85cm;1.530000;1;TEXTTAPIS;53.240000;0.190000;NULL;NULL
DELINEIGE4GCN;DELINEIGE CFL-S1 ROULEAU GRIS CLAIR/NOIR - 1.25x30m - Ep.4mm ;3.080000;3;CCRLX;78.000000;0.190000;NULL;NULL
LOGOMRBRI115200MB3;TAPIS LOGO MR BRICOLAGE MR BRICOLAGE 115x200cm-sem lisse+bord(GRIS);5.750000;1;LOGO;0.000000;0.460000;NULL;NULL
FINESCOUP120100N;FINES STRIES COUPONS - 1.20x1m - Ep.3mm;2.680000;1;CCTAPIS;19.890000;0.018000;NULL;NULL
CLEANGRAT8515002;CLEANGRAT GRIS ANTHRACITE - 85x150cm;3.830000;1;TEXTTAPIS;133.550000;0.460000;NULL;NULL
CLEANGRAT11518002;CLEANGRAT GRIS ANTHRACITE - 115x180cm;6.210000;1;TEXTTAPIS;215.950000;0.460000;0.000000;
CLEANGRAT11524002;CLEANGRAT GRIS ANTHRACITE - 115x240cm;8.280000;1;TEXTTAPIS;287.990000;0.460000;NULL;NULL
RUBBERBRUSH457520;RUBBER BRUSH NOIR - 45x75cm - Ep.6mm;0.980000;1;TEXTTAPIS;11.360000;0.070000;0.000000;
RELAXMAT122183;RELAX TAPIS D'ETABLE - 122x183cm - Ep.17mm;34.000000;1;CCTAPIS;111.290000;0.018000;NULL;NULL
COCOMAT190130-48HQ;MATELAS COCO 190*130CM EP.48MM HQ;23.700000;1;COCOTAPIS;96.980000;0.008000;NULL;NULL
MR12RL91;MR12 ROULEAU CAILLEBOTIS NOIR - 0,91x10m - Ep10 mm;8.810000;3;CCRLX;39.600000;0.300000;NULL;NULL
BLACKSTART8;C/C BLACK STAR TOILE EP 8 MM 1.40x10 ML;9.500000;3;CCRLX;187.410000;0.300000;NULL;NULL
IDSFIXSR1102000;IDS FIX SR 110x2000 mm (0.58 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR1002000;IDS FIX SR 100x2000 mm (0.54 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR110COUPE;IDS FIX SR110 - LONGUEUR SUR MESURE;17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR1302000;IDS FIX SR 130x2000 mm (0.66 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR100COUPE;IDS FIX SR 100 - LONGUEUR SUR MESURE;17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR130COUPE;IDS FIX SR130 - LONGUEUR SUR MESURE;17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
IDSFIXSR1052000;IDS FIX SR 105x2000 mm (0.56 m²);17.000000;3;CCTAPIS;119.010000;0.300000;NULL;NULL
