REF;DESIGN;POIDS;UNITE;CATEGORIE;PRIX;ECOTAXE;NOTE;SCORE;IMAGE;URL
BLA5;C/C BLACK STAR ROULEAU - 1.40x5m - Ep.25mm;28.750000;3;ACCESSOIRE;365.360000;0.300000;A;https://sevetys.fr/_next/image/?url=https%3A%2F%2Fcharming-angel-5ca83bf286.media.strapiapp.com%2FChat_europeen_573af6e71d.webp&w=1920&q=75
ROND_D70_SAC_LP20;SAC. DE 10 ROND.70 UNIVERSELLE - 43719B3 / 20 sachets  Bio;2.485000;11;RONDELLES;0.000000;0.000000;NULL;NULL
ROND_D85_2NSACLP20;SAC. DE 10 ROND.85 UNIVER.2 OREILLES - 43713B2 / 20 sachets Bio;0.000000;11;RONDELLES;0.000000;0.000000;NULL;NULL
ROND_D85_SAC_LP20;SAC. DE 10 ROND.85 UNIVERSELLE - 43718B3 / 20 sachets Bio;2.600000;11;RONDELLES;0.000000;0.000000;NULL;NULL
SMRL06515BLEUCANAR;SMARTY BLEU CANARD RL 0.65*15M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
SMRL06515MOTIFS;SMARTY MOTIFS RL 0.65*15M - au ml;0.620000;2;SMARTY;8.150000;0.070000;NULL;NULL
M69MINI;M69 MINI CAILLEBOTIS NOIR - 100x150cm Ep.10 mm;11.000000;1;CCTAPIS;56.420000;0.018000;NULL;NULL
ERGO_D553_FO_BK;ERGODECK DALLE 553 FOND OUVERT NOIR - 45.7x45.7cm Ep.22mm;2.490000;1;PLATAPIS;147.610000;0.036000;NULL;NULL
ROMPODOCFL420N;DALLE PODOTACTILE CFL NOIRE - 42x80cm - Ep.7mm (ROMUS);1.340000;1;CCDAL;0.000000;0.018000;NULL;NULL
C69MINI;C69 MINI JONCTION;0.024000;1;CCACCESS;0.730000;0.000000;NULL;NULL
QUIETA+NG1270CLIP;QUIETA+ NG TAPIS D'ETABLE CLIPSABLE - 127x185cm - Ep.50mm;81.500000;1;CCTAPIS;396.760000;0.000000;NULL;NULL
RLJAVA2098ANTHR;POLYPRO AIGUIL ROULEAU JAVA RESINE 207cm 2098 ANTHRACITE 1650 gr/m²;2.000000;1;TEXTRLX;0.000000;0.000000;NULL;NULL
SCAIBOSANNI5080L6;BOSTON ANNIVERSAIRE - 50x80cm - LOT DE 6;0.540000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
SCAIBOSANNI50120L6;BOSTON ANNIVERSAIRE - 50x120cm - LOT DE 6;0.860000;1;PRODUCTION;0.000000;0.070000;NULL;NULL
ZIGZAGNG2NDG;ZIG ZAG ROULEAU GROOVE GB;32.000000;3;CCRLX;87.740000;0.300000;NULL;NULL
C69;C69 JONCTION;0.024000;1;CCACCESS;1.020000;0.000000;NULL;NULL
ASTROBRUSH16P;ASTROBRUSH 16 POUCES - Ep.22mm;0.354000;1;TEXTTAPIS;36.750000;0.050000;NULL;NULL
ASTROBRUSH17P;ASTROBRUSH 17 POUCES - Ep.22mm;0.389000;1;TEXTTAPIS;40.950000;0.050000;NULL;NULL
DSTR100100FL;DESSIN TRANSFERT 100x100cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR110170FL;DESSIN TRANSFERT 110x170cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR130130FL;DESSIN TRANSFERT 130x130cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
RLDALLASPVC;ROULEAU POLYAMIDE TWIST DECORA PVC-DALLAS ( 2022 );2.860000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR130180FL;DESSIN TRANSFERT 130x180cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR135160FL;DESSIN TRANSFERT 135x160cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
RLBOSTONLATEX;ROULEAU POLYAMIDE VELOURS SEMEL.LATEX BEIGENOUVEL.QUALITE BOSTON;0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR1922FL;DESSIN TRANSFERT 19x22cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR40120FL;DESSIN TRANSFERT 40x120cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR4060FL;DESSIN TRANSFERT 40x60cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR4060FLPVC;DESSIN TRANSFERT PVC 40x60cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR4070FL;DESSIN TRANSFERT 40x70cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR4222FL;DESSIN TRANSFERT 42x22cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR4575FLPVC;DESSIN TRANSFERT PVC 45x75cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR50120FL;DESSIN TRANSFERT 50x120cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR5050FL;DESSIN TRANSFERT 50x50cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR5080FL;DESSIN TRANSFERT 50x80cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR6080FLPVC;DESSIN TRANSFERT PVC 60x80cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR6090FLPVC;DESSIN TRANSFERT PVC 60x90cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR6666FL;DESSIN TRANSFERT 66x66cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR67120FL;DESSIN TRANSFERT 67x120cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR80120FLPVC;DESSIN TRANSFERT PVC 80x120cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR90130FL;DESSIN TRANSFERT 90x130cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTR90150FLPVC;DESSIN TRANSFERT PVC 90x150cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
RLPPG20002;ROULEAU POLYPRO AIGUILL COTELE GELBACK 200cm GRIS 1940gr/m²-CUBA (22);0.000000;3;PPAIGUILLE;0.000000;0.000000;NULL;NULL
ADHTRANSHOT48MM;RUBAN ETIRABLE TEMPOREL  70u 40mm/50ml;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
BILLOT75S_20351206;BILLOT BLANC 75S SHORES D 2035X1206;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
CHAUSSURESEC;CHAUSSURE DE SECURITE (2022);1.100000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
CLEANING;CLEANING EN CARTOUCHE (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
CLEANINGBOUTEILLE;CLEANING EN BOUTEILLE DE 200 ML LOT DE 4;0.000000;15;PRODUCTION;0.000000;0.000000;NULL;NULL
COIFFE;COIFFES PEBD TRANSPARENT 1500*1500/35u-RLX250 (2022);0.000000;12;PRODUCTION;0.000000;0.000000;NULL;NULL
COLLE_E2078/5DEX;COLLE INDUSTRIELLE EXYEZ317 (2022);1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
DSCJ001;DESSIN CHROMOJET 1.02 TAPIS 1M² (2022);0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
DSFL001;DESSIN FLOCKE + COLLE 0.15 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
DSFL002;DESSIN FLOCKE + COLLE 0.17 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
DSFL003;DESSIN FLOCKE + COLLE 0.25 ( 2022 );0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
DSFL005;DESSIN FLOCKE + COLLE 0.20 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTRROND65;DESSIN TRANSFERT ROND DIA 65cm ( 2023 );0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
DSTRSURMESURE;DESSIN TRANSFERT SUR MESURE (2022);0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
ECRF1020;ECRANS DECOR F1-020 CHAT GRIS COUCHE PAPILLON (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ECRF2020;ECRAN DECOR F2-020 TROIS GRENOUILLES (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ECRNEUTRE;ECRAN NEUTRE  (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ENCRETR_CYAN;ENCRE POUR MACHINE TRANSFERT COLORIS CYAN/BLEU;1.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ENCRETR_JAUNE;ENCRE POUR MACHINE TRANSFERT  COLORIS JAUNE;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ENCRETR_MAGENTA;ENCRE POUR MACHINE TRANSFERT  COLORIS MAGENTA;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ENCRETR_NOIR;ENCRE POUR MACHINE TRANSFERT  COLORIS NOIR/BLACK;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ETIQ4060PRFAB;ETIQUETTE 40*60 POUR CALCUL PRIX DE REVIENT DES TAPIS EN PROD (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
ETIQADH4030FA;ETIQUETTE ADHESIVE VELIN PERMANENT 40X30MM QUALITE FASTYRE (2022);0.000000;9;PRODUCTION;11.910000;0.000000;NULL;NULL
ETIQADH4536FA;ETIQUETTE ADHESIVE VELIN PARMANENT 45X36MM (2022);0.000000;9;PRODUCTION;11.910000;0.000000;NULL;NULL
ETIQADH4572FA;ETIQUETTE ADHESIVE VALIN PERMANENT 45*72mm (2023);0.000000;9;CCDAL;0.000000;0.000000;NULL;NULL
ETIQUETTEUSE;ETIQUETTEUSE (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FEUILLARDPP;FEUILLARD 8/0.55/4000 BLANC (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FEUILLARDPP12;FEUILLARD 12/0,55/3000 BLEU (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FILMTRANSP610X30;FILM 2072 TRANSPARENT 100 LAIZE 610*30m (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCK6389;FLOCK POLYAMIDE 6389 BLEU;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA001;FLOCK POLYAMIDE 22DTEX 2.0MM NOIR/BLACK;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA0017;FLOCK POLYAMIDE 22DTEX 2.0MM BLEU / DM22;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA0018;FLOCK POLYAMIDE 22 DTEX VERT FONCE ;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA002;FLOCK POLYAMIDE 22DTEX 2.0MM BLANC/WHITE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA003;FLOCK POLYAMIDE 22DTEX 2.0MM ROUGE 026 ;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA004;FLOCK POLYAMIDE 22DTEX 2.0MM JAUNE ORANGE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA005;FLOCK POLYAMIDE 22DTEX 2.0MM BEIGE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA007;FLOCK POLYAMIDE 22DTEX 2.0MM VERT CLAIR / PISTACHE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA010;FLOCK POLYAMIDE 22DTEX 2.0MM GRIS / GREY;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA011;FLOCK POLYAMIDE 22DTEX 2.0MM MARRON FONCE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA013;FLOCK POLYAMIDE 22DTEX 2.0MM ORANGE (5860);1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA016;FLOCK POLYAMIDE 22DTEX 2.0MM GRIS FONCE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA017;FLOCK POLYAMIDE 22DTEX 2.0MM JAUNE CITRON;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA019;FLOCK POLYAMIDE 22DTX 2.0MM VIOLET;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA020;FLOCK POLYAMIDE 22DTEX 2.0MM ROSE;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPA021;FLOCK POLYAMIDE 22DTEX 2.0MM VERT ANIS;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE2900;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM VERT PISTACHE 2900;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE4100;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM ORANGE 4100;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE8000;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM BLANC 8000;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE8110;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM ROUGE 8110;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE8400;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM JAUNE 8400;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FLOCKPARECYCLE8700;FLOCK POLYAMIDE RECYCLE 22DTEX 2.0MM NOIR 8700;1.000000;5;PRODUCTION;0.000000;0.000000;NULL;NULL
FOURNITMACH;FOURNITURE POUR ENTRETIEN MACHINE;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FRAISMAQUETTE;FRAIS DE MAQUETTE;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
FRAISTECHNIQUE;FRAIS TECHNIQUE;0.000000;1;PRODUCTION;10.000000;0.000000;NULL;NULL
LASVEGAS150240;TAPIS GREEN JETPRINT 150*240 cm LOGO SS COUCHE NITRYL;3.040000;1;LOGO;671.660000;0.000000;NULL;NULL
LOCATION;LOCATION;0.000000;23;PRODUCTION;0.000000;0.000000;NULL;NULL
LOGOBOSTON4060;TAPIS LOGO BOSTON 40x60 cm;0.344000;1;LOGO;0.000000;0.000000;NULL;NULL
LOGOBOSTON5050;TAPIS LOGO BOSTON 50x50cm (>10pc);0.000000;1;LOGO;0.000000;0.000000;NULL;NULL
LOGOBOSTON5080;TAPIS LOGO BOSTON 50X80CM;1.000000;1;LOGO;0.000000;0.000000;NULL;NULL
LOGOBOSTON80120LAT;TAPIS LOGO BOSTON 80X120cm SEMELLE LATEX;1.890000;1;LOGO;0.000000;0.000000;NULL;NULL
LOGOHOUSTON1922;TAPIS LOGO HOUSTON 19X22cm;0.110000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
LOGOHOUSTON4222;TAPIS LOGO HOUSTON 42x22cm ( >10pc );0.143000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MA015406002;MERCEDES 40X60 Item 2051402069- DESIGN HAPPY MOUSE;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAF1020406002;MERCEDES 40X60 Item 2051402082- DESIGN CAT;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAF2020406002;MERCEDES 40X60 Item 2051402084- DESIGN FROGS;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAFLO15416406002;MERCEDES 40X60 Item 2051402090 - DESIGN FAMILIE;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAFLO15431406002;MERCEDES 40X60 Item 2051402089 - DESIGN HUND;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAFLO2012262406002;MERCEDES 40X60 Item 2051402091 - DESIGN WELCOME;0.424000;1;PRODUCTION;1.810000;0.000000;NULL;NULL
MAPAN4060FF2018;MALDIVES PANACHES 40*60 cm GRIS FOIR FOUILLE LOT DE 10 PCS;0.446000;1;PRODUCTION;1.350000;0.000000;NULL;NULL
MAT31116406002;MALDIVES CARAVAN T31-116 40*60 GRIS VALKOMMEN;0.424000;1;PRODUCTION;2.990000;0.000000;NULL;NULL
MAT31116N406002;MALDIVES CARAVAN T31-116N 40*60 GRIS VELKOMMEN (2022);0.424000;1;PRODUCTION;2.990000;0.000000;NULL;NULL
MAT31117406002;MALDIVES CAMPER T31-117 40*60 GRIS VALKOMMEN;0.424000;1;PRODUCTION;2.990000;0.000000;NULL;NULL
MEGADOO110170VROV5;TAPIS MEGADOO 110X170cm VROUM;1.600000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MEGADOO90130VROUV2;TAPIS MEGADOO 90X130cm  VROUM;0.600000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOBRULE;MAIN D'OEUVRE BRULE (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOCMJ001;MAIN D'OEUVRE CHROMOJET 1 à 2.99 m² (2022);0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
MOCOUPE;MAIN D'OEUVRE COUPE PRESSE (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOCOUPE01;MAIN D'OEUVRE COUPE MATIERE 0.05 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOCOUPE02;MAIN D'OEUVRE COUPE MATIERE 0.10 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOFL1-FL;MAIN D'OEUVRE MACHINE FLOCKE 1 + DEPOUSSIERAGE 0,16 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOFL2-FH;MAIN D'OEUVRE MACHINE FLOCKE 2 + DEPOUSSIERAGE 0.19 (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOPAO01;FRAIS PAO HORAIRE (2022);0.000000;4;PRODUCTION;0.000000;0.000000;NULL;NULL
MOPOSEENCART;MAIN D'OEUVRE POSE ENCART ET CINTRES (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOPOSEETIQUETTE;MAIN D'OEUVRE POSE ETIQUETTE ET EMBALLAGE (2022);0.000000;1;PRODUCTION;0.050000;0.000000;NULL;NULL
MOTR;MAIN D'OEUVRE TRANSFERT 40*60 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR01;MAIN D'OEUVRE TRANSFERT 0.15 (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR02;MAIN D'OEUVRE TRANSFERT 0.20 (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR03;MAIN D'OEUVRE TRANSFERT 0.25 (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR1922;MAIN D'OEUVRE TRANSFERT 19*22 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR40120;MAIN D'OEUVRE TRANSFERT 40*120 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR4222;MAIN D'OEUVRE TRANSFERT 42*22 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR50120;MAIN D'OEUVRE TRANSFERT 50*120 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR5050;MAIN D'OEUVRE TRANSFERT 50*50 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR5080;MAIN D'OEUVRE TRANSFERT 50*80 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR6080;MAIN D'OEUVRE TRANSFER 60*80 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR6090;MAIN D'OEUVRE TRANSFERT 60*90 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR6666;MAIN D'OEUVRE TRANSFERT 66*66 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR67120;MAIN D'OEUVRE TRANSFERT 67*120 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR90150;MAIN D'OEUVRE TRANSFER 90*150 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
MOTR95185;MAIN D'OEUVRE TRANSFERT 95*185 cm (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
NEWYORK130160;TAPIS LOGO NEW YORK 130X160CM;6.000000;1;LOGO;124.880000;0.000000;NULL;NULL
OUTILDECOUPE;OUTIL DE DECOUPE;0.000000;1;PRODUCTION;432.850000;0.000000;NULL;NULL
PAPIERSUBLI162120;PAPIER SUBLIMATION SX30-EC 100GR 162CM X 150M;21.000000;12;PRODUCTION;0.000000;0.000000;NULL;NULL
PLAQUECARTON150010;PLAQUE CARTON 1500*1000 (2023);1.000000;10;PRODUCTION;0.000000;0.000000;NULL;NULL
PROTECTIVE;PROTECTIVE NOIR/BLANC 80u 50x100ML;0.000000;12;PRODUCTION;0.000000;0.000000;NULL;NULL
PRTYPE06;PRESENTOIR TYPE 06 - DEMI BOX PALETTE;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
RLCJMC691ROLL115;ROULEAU BLANC PR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 115CM;0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
RLCJMC691ROLL150;ROULEAU BLANC PR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 150CM;0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
RLCJMC691ROLL83;ROULEAU BLANC PR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 83CM;0.000000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
RLPEVGBEAULIEU;ROULEAU POLYESTER VELOUR GEL 200cm BLANC - BEAULIEU  (2022);0.880000;3;PRODUCTION;0.000000;0.000000;NULL;NULL
SEY406014468;SEYCHELLES 40*60 cm SEY-14-468 LIGNES;0.600000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
SEY406014469;SEYCHELLES 40*60 cm SEY-14-469 FACETTES;0.600000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
SEY4060IDCCT003V9;SEYCHELLES 40*60cm ID-ET-CCT-003-V9 QUE DU BONHEUR;0.600000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TDBAR4222;TAPIS DE BAR 42*22 cm;0.143000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TDCBERG5050;TAPIS DE CARTES BERGUES 50*50 cm;0.244000;1;PRODUCTION;3.750000;0.000000;NULL;NULL
TNBAR422200;TAPIS NU DE BAR 42*22 cm BLANC;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON4060LATEX;TAPIS NU BOSTON 40X60cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON4070PLANCH;TAPIS NU BOSTON 40X70cm SEMELLE LATEX FORME PLANCHE (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON50120LATEX;TAPIS NU BOSTON 50x120cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON5050LATEX;TAPIS NU BOSTON 50X50cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON5080;TAPIS NU BOSTON 50x80cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON6666LATEX;TAPIS NU BOSTON 66X66cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON67120LATEX;TAPIS NU BOSTON 67X120cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNBOSTON80120LATEX;TAPIS NU BOSTON 80X120cm SEMELLE LATEX (2022);0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJGLOB150240;TAPIS NU POUR CHROMOJET GLOBOSOFT RUBBERMIX 150X240CM;10.300000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJGLOB4060;TAPIS NU POUR CHROMOJET GLOBOSOFT RUBBERMIX 40X60 CM;0.690000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJGLOB6080;TAPIS NU POUR CHROMOJET GLOBOSOFT RUBBERMIX 60X80 CM;1.370000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJGLOB85120;TAPIS NU POUR CHROMOJET GLOBOSOFT RUBBERMIX 85X120 CM;2.920000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC691115175;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 115x175cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC691115180;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 115x180cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC691115240;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 115x240cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC691150240;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 150x240cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC6914060;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 40x60cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC6916080;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 60x80cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC69183120;TAPIS NU POUR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 83x120cm ;0.000000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJMC69183150;TAPIS NU PR CHROMOJET SEMELLE NITRILE MAT JACKSON MC691 83x150cm (22);3.190000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJNT540GRF85150;TAPIS NU POUR CHROMOJET SEMELLE NITRILE 540gr/m² FRIZZY 85x150cm ;2.678000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJNT680GRF85150;TAPIS NU POUR CHROMOJET SEMELLE NITRILE 680gr/m² FRIZZY 85x150cm ;3.188000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJNT750GRS4060;TAPIS NU POUR CHROMOJET SEMELLE NITRILE 750gr/m² STRAIGHT 40x60cm ;0.732000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJNY6.6CC6585;TAPIS NU POUR CHROMOJET NYLON 6.6 SEMELLE CC 65x85cm;1.550000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
TNCJNY6.6CC85115;TAPIS NU POUR CHROMOJET NYLON 6.6 SEMELLE CC 85x115cm;2.750000;1;PRODUCTION;0.000000;0.000000;NULL;NULL
